n,size,total_time,comm_time,comp_time
512,40,0.043331,0.028335,0.014994
n,size,total_time,comm_time,comp_time
512,40,0.036328,0.017949,0.018378
n,size,total_time,comm_time,comp_time
512,40,0.060319,0.043307,0.017011
n,size,total_time,comm_time,comp_time
512,40,0.047367,0.032002,0.015364
n,size,total_time,comm_time,comp_time
512,40,0.041393,0.024357,0.017035
n,size,total_time,comm_time,comp_time
1024,40,0.232005,0.038420,0.193575
n,size,total_time,comm_time,comp_time
1024,40,0.238495,0.041181,0.197310
n,size,total_time,comm_time,comp_time
1024,40,0.234163,0.031611,0.202540
n,size,total_time,comm_time,comp_time
1024,40,0.229639,0.035053,0.194582
n,size,total_time,comm_time,comp_time
1024,40,0.239993,0.026122,0.213868
n,size,total_time,comm_time,comp_time
2048,40,5.229747,0.164785,5.064950
n,size,total_time,comm_time,comp_time
2048,40,5.236576,0.239410,4.997155
n,size,total_time,comm_time,comp_time
2048,40,5.169677,0.339631,4.830042
n,size,total_time,comm_time,comp_time
2048,40,5.314762,0.418057,4.896700
n,size,total_time,comm_time,comp_time
2048,40,5.221498,0.182835,5.038653
n,size,total_time,comm_time,comp_time
4096,40,48.756684,2.552259,46.204421
n,size,total_time,comm_time,comp_time
4096,40,48.725482,1.075292,47.650185
n,size,total_time,comm_time,comp_time
4096,40,48.782268,0.458934,48.323331
n,size,total_time,comm_time,comp_time
4096,40,48.657795,0.354847,48.302945
n,size,total_time,comm_time,comp_time
4096,40,48.810295,0.420455,48.389836
