n,size,total_time,comm_time,comp_time
512,80,0.369294,0.363988,0.005305
n,size,total_time,comm_time,comp_time
512,80,0.275599,0.269407,0.006190
n,size,total_time,comm_time,comp_time
512,80,0.291369,0.284022,0.007345
n,size,total_time,comm_time,comp_time
512,80,0.344903,0.335732,0.009169
n,size,total_time,comm_time,comp_time
512,80,0.323406,0.318339,0.005065
n,size,total_time,comm_time,comp_time
1024,80,0.425041,0.363312,0.061727
n,size,total_time,comm_time,comp_time
1024,80,0.477209,0.384407,0.092801
n,size,total_time,comm_time,comp_time
1024,80,0.409933,0.311980,0.097951
n,size,total_time,comm_time,comp_time
1024,80,0.411208,0.316223,0.094984
n,size,total_time,comm_time,comp_time
1024,80,0.416297,0.357745,0.058550
n,size,total_time,comm_time,comp_time
2048,80,3.437295,1.060045,2.377245
n,size,total_time,comm_time,comp_time
2048,80,3.095379,0.685680,2.409687
n,size,total_time,comm_time,comp_time
2048,80,3.142260,0.743930,2.398326
n,size,total_time,comm_time,comp_time
2048,80,3.278826,0.541825,2.736994
n,size,total_time,comm_time,comp_time
2048,80,3.076923,0.607889,2.469029
n,size,total_time,comm_time,comp_time
4096,80,25.008861,0.981001,24.027855
n,size,total_time,comm_time,comp_time
4096,80,24.968074,0.816409,24.151661
n,size,total_time,comm_time,comp_time
4096,80,25.034217,1.297807,23.736406
n,size,total_time,comm_time,comp_time
4096,80,24.516590,0.549625,23.966958
n,size,total_time,comm_time,comp_time
4096,80,24.879737,0.712554,24.167171
